There is nothing here,http://oct82.com/,oct82.png,何も起きないけど不気味。。。
chihuahua spin,http://chihuahuaspin.com/,chihuahuaspin.png,チワワが回転
Blank windows,http://www.blankwindows.com/,blankwindows.png,まさにwindows
dog,http://dogs.are.the.most.moe/,dogs.are.the.most.moe.png,ワンちゃんをなでまくるやつ
Tunnel Snakes Rule,http://tunnelsnakes.com/,tunnelsnakes.png,Falloutネタ
Trash loop,http://www.trashloop.com/,trashloop.png,ゴミ箱シュート！
ASCII Middle Finger,http://www.ascii-middle-finger.com/,ascii-middle-finger.png,F○CK!(ASCII ver.)
Spacies,http://spaceis.cool/,spaceis.png,うちゅう。。。。。。
Do Nothing for 2 Minutes,http://www.donothingfor2minutes.com/,donothingfor2minutes.png,２分間なにもするなってよ
Build shruggie,http://buildshruggie.com/,buildshruggie.png,肩をすくめるってことらしい
B.A.B,http://buzzybuzz.biz/,buzzybuzz.png,忙しいハチさん
Yeah Lemons,http://yeahlemons.com/,yeahlemons.png,レモン大量まつり
The Wow'en Wilson Quiz,http://wowenwilsonquiz.com,wowenwilsonquiz.png,オーウェン・ウィルソンのファンはぜひ
The Pigeon,https://thepigeon.org/,thepigeon.png,鳩。
Not Day of the Week,http://notdayoftheweek.com/,notdayoftheweek.png,今日は何曜日じゃない？
Am I Alright?,http://www.amialright.com/,amialright.png,We are alright!
Instant No Button! Star Wars funnies FTW!,http://nooooooooooooooo.com/,nooooooooooooooo.png,"ダース・ベイダーの""Nooooo!"""
Great Big Nothing,https://greatbignothing.com/,greatbignothing.png,ただ。。雲。。。
Zoomquilt,https://zoomquilt.org/,zoomquilt.png,これすごいよ。
Dad Laugh Button,https://dadlaughbutton.com/,dadlaughbutton.png,おっさんの笑い声
Bouncing DVD logo,https://www.bouncingdvdlogo.com/,bouncingdvdlogo.png,DVDのあれ！！！！！！！
REMOJI - An emoji party on your screen,https://remoji.com/,remoji.png,これはほんわか系。
